id,Gene name,strength,eigenvector,close,betweenness,community,core4854,core6920,core7464
AGAP006227,,7.53,9.70E-06,0.19132464,2.99E-05,16,,,
AGAP006228,COEAE2F,8.25,8.03E-05,0.208949121,2.60E-05,1,,,
AGAP006229,Vps20,74.05,0.000712416,0.232328038,7.45E-06,1,,,
AGAP006231,,58.32,0.002337683,0.229889355,6.26E-06,4,core4854,,
AGAP006233,,13.2,7.82E-05,0.214360959,3.02E-06,8,,,
AGAP006234,,78.89,0.000804892,0.228548088,3.22E-05,1,core4854,,
AGAP006235,,8.3,0.000133496,0.218281276,0,1,,,
AGAP006236,,72.32,0.000436134,0.235856906,0.000350585,1,,,
AGAP006237,,69.3,0.000301549,0.229443958,0.000347431,1,,,
AGAP006238,,12.78,8.44E-05,0.205992684,6.21E-06,8,,,
AGAP006239,,27.92,0.000185252,0.22513103,0.000126975,1,,,
AGAP006240,,34.57,0.000203113,0.224541885,7.32E-06,1,,,
AGAP006241,,70.55,0.000175575,0.210710489,0.000276864,8,,,
AGAP006242,,34.69,0.002406962,0.212665325,0.000119031,11,,,
AGAP006244,,20.96,0.000279149,0.223942391,1.56E-05,1,,,
AGAP006245,,9.02,0.000129673,0.22134707,0.000201797,1,,,
AGAP006246,,11.47,0.000250172,0.206409894,2.52E-05,4,,,
AGAP006247,,81.43,0.001329748,0.230833038,3.75E-05,1,core4854,,
AGAP006248,Med10,21.45,0.000346919,0.2201883,1.92E-06,1,,,
AGAP006249,,0.7,3.08E-06,0.1675477,0,4,,,
AGAP006250,,55.81,0.000270215,0.232473911,0.000155801,1,,,
AGAP006251,,8.51,0.000145753,0.214795996,0,1,,,
AGAP006252,,15.9,0.000198315,0.21486433,2.01E-07,1,,,
AGAP006253,,382.97,0.076918922,0.261410544,0.001867724,3,core4854,core6920,
AGAP006254,,1.34,3.92E-05,0.184067143,0,6,,,
AGAP006255,,1.4,1.71E-05,0.196722276,0,4,,,
AGAP006256,,81.93,0.012530551,0.236620802,3.81E-05,3,core4854,,
AGAP006257,,5.48,0.00020185,0.195499714,3.16E-07,2,,,
AGAP006259,,102.92,0.001262975,0.233630603,0.001079805,7,,,
AGAP006260,,7.94,0.000102998,0.187368375,0,7,,,
AGAP006261,CPR135,66.99,0.010827425,0.219064716,4.62E-05,3,,,
AGAP006262,,168.34,0.011444761,0.235790395,0.000636843,2,core4854,,
AGAP006263,ARR2,53.42,0.000306627,0.207889019,0.00036029,6,,,
AGAP006264,Pex7,1.31,4.78E-05,0.185670314,0,5,,,
AGAP006265,,28.08,0.003033077,0.232887664,0.000136562,2,,,
AGAP006266,,38.74,0.00010754,0.221897691,4.29E-05,1,,,
AGAP006267,CTL6,5.58,3.65E-05,0.206390294,2.65E-05,1,,,
AGAP006268,,72.64,0.008176766,0.220666226,7.21E-06,10,core4854,,
AGAP006269,,0.67,8.09E-05,0.182477282,0,3,,,
AGAP006271,,30.87,0.001576311,0.214304608,0.000209974,6,,,
AGAP006272,,14.46,0.000110043,0.213289057,6.83E-07,1,,,
AGAP006273,ABCB3,32.83,0.00051484,0.221804798,7.08E-05,4,,,
AGAP006275,,125.31,0.002294241,0.227173451,0.000573236,7,,,
AGAP006278,,5.44,0.00013532,0.192694788,4.67E-06,7,,,
AGAP006279,,43.34,9.08E-05,0.218521293,0.003505814,9,,,
AGAP006280,,13.46,9.47E-05,0.20712044,4.62E-05,4,,,
AGAP006281,,14.14,9.79E-05,0.212481965,1.15E-07,1,,,
AGAP006282,,6.83,1.17E-05,0.186429707,2.01E-05,6,,,
AGAP006283,CPR70,29.57,0.004974922,0.213230376,8.34E-07,3,,,
AGAP006321,CPR71,26.98,0.001113607,0.194066579,9.51E-06,13,,,
AGAP006323,,30.34,7.05E-05,0.208045425,6.59E-05,8,,,
AGAP006324,nompB,34.13,0.000800736,0.22217473,0.000129457,2,,,
AGAP006325,,34.64,0.000895331,0.216506263,3.60E-05,2,,,
AGAP006327,LRIM6,1.99,5.81E-07,0.163856624,0,9,,,
AGAP006328,,0.68,2.01E-07,0.160731127,0,7,,,
AGAP006330,,19.76,0.000419577,0.222766145,4.94E-05,4,,,
AGAP006340,,1.32,2.83E-05,0.1795871,0,4,,,
AGAP006342,PGRPS3,59.01,0.007264009,0.203536854,1.01E-06,10,core4854,,
AGAP006343,PGRPS2,18.37,0.001425449,0.226196379,7.04E-05,2,,,
AGAP006346,,7.5,1.92E-06,0.184283429,0.000201646,12,,,
AGAP006347,,19.97,0.000153526,0.235458778,0.000634167,2,,,
AGAP006348,LRIM1,39.49,0.000152353,0.199795667,2.02E-06,7,,,
AGAP006349,,0.7,3.77E-06,0.163690304,0,2,,,
AGAP006350,dpr11,2.69,5.52E-05,0.178483866,5.75E-08,3,,,
AGAP006353,,192.34,0.012181631,0.252193121,0.000272248,5,core4854,core6920,core7464
AGAP006354,,56.52,0.000236358,0.226515811,0.000134609,1,,,
AGAP006355,,29.81,0.000139668,0.224262882,5.07E-05,1,,,
AGAP006356,,9.12,2.57E-05,0.202437027,0.000177518,1,,,
AGAP006357,,6.83,4.78E-05,0.204951484,2.21E-06,1,,,
AGAP006358,,21.71,6.14E-05,0.209702391,2.94E-05,1,,,
AGAP006359,,2.75,4.06E-06,0.182743594,9.20E-07,1,,,
AGAP006360,,0.67,2.79E-06,0.177382129,0,1,,,
AGAP006361,,3.44,7.70E-05,0.197299594,2.44E-07,2,,,
AGAP006362,,40.4,0.004327081,0.21408456,6.04E-06,3,,,
AGAP006363,,4.19,4.17E-05,0.192478581,0,6,,,
AGAP006364,ABCB4,0.65,6.71E-08,0.151703853,0,1,,,
AGAP006365,,44.52,0.000833574,0.234591601,6.26E-05,1,,,
AGAP006366,,1.3,2.69E-05,0.172788976,0,5,,,
AGAP006367,,0.71,2.46E-07,0.164049557,0,1,,,
AGAP006368,Obp69,20.66,0.000693189,0.199087963,1.02E-05,2,,,
AGAP006370,,2.87,1.47E-05,0.17813044,1.40E-05,7,,,
AGAP006371,,0.65,1.69E-08,0.146461243,0,9,,,
AGAP006372,,32.31,0.000182013,0.213422303,9.50E-06,1,,,
AGAP006373,,4.82,2.18E-05,0.190829766,3.89E-06,4,,,
AGAP006374,,153.64,0.01324151,0.241229765,0.000236106,4,core4854,,
AGAP006375,,0.7,1.92E-06,0.162040226,0,4,,,
AGAP006376,PDP1,71.61,0.008732176,0.235437489,6.54E-05,6,core4854,,
AGAP006377,,2.06,3.55E-05,0.20172324,3.97E-05,12,,,
AGAP006378,,49.2,0.005769998,0.230160041,5.07E-06,2,,,
AGAP006379,ABCA1,6.85,6.76E-06,0.191878001,0.000237698,9,,,
AGAP006380,ABCA2,0.67,2.75E-08,0.148515233,0,12,,,
AGAP006381,,154.41,0.023713365,0.245326109,0.000326574,3,core4854,,
AGAP006382,,60.35,0.017087098,0.237605253,7.81E-05,3,core4854,,
AGAP006383,,14.01,8.05E-05,0.208833943,2.33E-05,1,,,
AGAP006384,,34.98,0.007166623,0.230059918,5.91E-06,3,,,
AGAP006385,,19.72,1.78E-06,0.181496429,0.000125302,9,,,
AGAP006386,,5.57,0.000842469,0.207172708,0,3,,,
AGAP006387,,11.87,5.75E-05,0.212972013,5.75E-08,1,,,
AGAP006388,,17.83,0.000206198,0.217544486,4.09E-06,4,,,
AGAP006389,,8.27,0.000516219,0.201311875,3.16E-07,5,,,
AGAP006390,,2.7,0.000496608,0.202914519,0,3,,,
AGAP006391,,19.98,0.000126315,0.222000095,0.000152056,1,,,
AGAP006393,,6.21,3.52E-05,0.203341526,6.90E-07,1,,,
AGAP006394,,4.75,2.58E-06,0.174476269,1.73E-07,8,,,
AGAP006395,,22.26,0.000164454,0.202567511,7.94E-06,6,,,
AGAP006396,,10.95,0.000135758,0.194208496,7.68E-06,6,,,
AGAP006398,,15.52,1.62E-05,0.183578328,2.88E-08,9,,,
AGAP006399,Gr14,30.92,0.000790842,0.215839876,1.02E-05,2,,,
AGAP006400,,3.5,4.62E-07,0.166652076,1.78E-05,9,,,
AGAP006402,,16.39,0.000817535,0.219844754,3.96E-05,2,,,
AGAP006403,,8.93,0.000883496,0.209737907,1.74E-05,2,,,
AGAP006404,,128.16,0.000614509,0.22350559,2.90E-05,8,core4854,,
AGAP006405,,36.09,0.000982033,0.218208725,1.37E-05,6,,,
AGAP006407,IR142,15.98,0.000653251,0.205084381,2.10E-05,2,,,
AGAP006408,,5.49,1.22E-05,0.198017847,4.67E-05,1,,,
AGAP006409,,57.7,0.000675922,0.229207723,2.62E-05,1,,,
AGAP006410,,65.09,0.000613068,0.212840265,0.000407221,7,,,
AGAP006411,,258.71,0.057672679,0.257055462,0.000362645,3,core4854,core6920,
AGAP006412,,17.13,0.003480887,0.227283638,2.11E-05,3,,,
AGAP006413,,1.41,5.03E-06,0.187197515,0,1,,,
AGAP006414,Cht8,10.94,1.13E-06,0.176296766,0,9,,,
AGAP006415,,68.78,0.007400906,0.230137879,3.59E-05,2,,,
AGAP006416,SP24D,55.51,1.01E-05,0.193270236,0.000118748,9,,,
AGAP006417,,15.6,0.001433531,0.196037053,1.42E-06,10,,,
AGAP006418,,25.88,0.000553895,0.209225799,0.001360371,11,,,
AGAP006420,,5.7,4.20E-07,0.170205718,0,14,,,
AGAP006421,A5R1,11.12,5.22E-07,0.166733852,0,15,,,
AGAP006422,,2.66,4.79E-07,0.163415543,2.44E-06,7,,,
AGAP006423,,17.37,0.001052466,0.203264613,7.70E-05,10,,,
AGAP006424,,6.3,0.001580737,0.209487423,9.04E-05,3,,,
AGAP006425,,49.51,0.011112459,0.21963878,5.36E-06,3,,,
AGAP006426,,4.16,9.96E-05,0.201357332,6.84E-06,6,,,
AGAP006427,ABCC7,3.39,2.10E-05,0.197255497,0,8,,,
AGAP006430,CTLGA2,35.13,0.008466085,0.219628002,2.19E-06,3,,,
AGAP006431,,8.9,6.17E-05,0.18907201,1.93E-05,4,,,
AGAP006432,,2.68,2.28E-06,0.179623418,9.91E-06,9,,,
AGAP006433,,40.39,8.91E-06,0.189693076,0.00048136,9,,,
AGAP006434,,10.69,5.59E-07,0.172373116,2.88E-07,9,,,
AGAP006435,,14.58,0.000550827,0.186651764,1.38E-06,13,,,
AGAP006436,,18.54,0.000247544,0.203985764,0.000239517,2,,,
AGAP006437,,4.08,1.00E-05,0.192869743,2.57E-06,1,,,
AGAP006438,,28.31,0.000270851,0.224565625,7.00E-05,1,,,
AGAP006439,,31.44,0.007137515,0.224190162,9.78E-07,3,,,
AGAP006440,IR136,4.9,0.000283832,0.202766688,1.15E-07,3,,,
AGAP006442,,25.2,1.81E-06,0.182656,2.80E-05,9,,,
AGAP006443,,139.68,0.028988776,0.230211314,8.36E-05,3,core4854,core6920,
AGAP006444,,41.61,0.000608221,0.219130182,4.41E-05,6,,,
AGAP006445,,2.1,2.49E-07,0.1550513,0.000171426,6,,,
AGAP006446,,9.1,1.97E-05,0.200764064,8.24E-06,1,,,
AGAP006447,,2.1,1.85E-06,0.168828607,0,7,,,
AGAP006448,,2.8,3.33E-06,0.179183314,2.29E-06,6,,,
AGAP006449,,2.76,1.07E-05,0.195176921,1.78E-06,2,,,
AGAP006450,Gr34,35.07,0.001081522,0.210751531,3.49E-05,2,,,
AGAP006451,,4.11,6.74E-05,0.193810285,0,6,,,
AGAP006452,,10.49,8.91E-05,0.193698786,9.93E-05,3,,,
AGAP006453,,10.35,8.70E-05,0.198926301,0.000268304,4,,,
AGAP006454,,92.63,0.010444442,0.237086453,1.16E-05,4,core4854,,
AGAP006455,,15.1,0.000785553,0.203869034,6.14E-05,2,,,
AGAP006456,,128.59,0.010918811,0.236120464,7.81E-05,5,core4854,core6920,core7464
AGAP006457,,13.59,3.48E-05,0.207494308,2.02E-05,1,,,
AGAP006458,,80.38,0.000563768,0.236745532,0.000303452,1,,,
AGAP006459,SUI1,19.04,0.004771684,0.235893945,8.78E-05,3,,,
AGAP006460,,39.49,0.005967938,0.226304731,6.11E-07,4,,,
AGAP006461,,51.34,0.006002705,0.23370659,1.86E-05,4,,,
AGAP006462,,2.07,8.24E-06,0.186661454,5.54E-07,1,,,
AGAP006465,,23.58,0.001437632,0.203784633,5.40E-06,2,,,
AGAP006466,,72.24,0.006729028,0.228597804,0.000130924,2,,,
AGAP006467,,28.07,0.000237765,0.198463299,1.11E-05,6,,,
AGAP006468,,168.5,0.031285365,0.243041532,0.000291621,3,core4854,,
AGAP006469,,6.15,4.37E-05,0.198411714,2.54E-05,1,,,
AGAP006470,,6.14,1.52E-05,0.203338531,1.25E-06,1,,,
AGAP006471,,41.41,0.006104613,0.233219484,8.37E-05,3,,,
AGAP006472,,99.37,0.004710098,0.242263982,0.000145621,4,core4854,,
AGAP006473,casp,25.89,0.001045009,0.228408886,4.62E-05,4,,,
AGAP006474,,0.71,2.96E-06,0.180097312,0,1,,,
AGAP006475,,37.32,0.001948155,0.222208924,2.07E-05,4,,,
AGAP006477,,14.15,0.000271834,0.194238993,7.48E-06,4,,,
AGAP006478,,0.67,3.71E-07,0.145844769,0,4,,,
AGAP006479,,2.07,2.67E-05,0.193217481,8.20E-07,4,,,
AGAP006480,,11,3.49E-05,0.187711292,0.000216639,7,,,
AGAP006481,,61.87,0.008991558,0.229291433,5.87E-05,2,,,
AGAP006482,,64.29,0.000518011,0.20663966,0.000214978,11,,,
AGAP006485,,102.62,0.015967394,0.225528322,3.66E-05,10,core4854,,
AGAP006486,,110.92,0.014296491,0.226274496,0.000135831,10,core4854,,
AGAP006487,,105.12,0.014863794,0.223824738,5.33E-05,10,core4854,,
AGAP006488,,34.03,0.002049923,0.210018912,0.000107991,10,,,
AGAP006489,,103,0.008409911,0.218584453,0.000255173,10,core4854,,
AGAP006490,,26.35,0.003831884,0.221241636,0.000178489,3,,,
AGAP006493,,106.85,0.012700268,0.232695173,1.72E-05,4,core4854,,
AGAP006494,,16.38,7.47E-07,0.176656029,4.41E-05,15,,,
AGAP006495,,5.58,6.21E-05,0.200371359,0.000107428,1,,,
AGAP006496,,27.29,0.000587159,0.217204661,3.75E-05,2,,,
AGAP006497,,9.5,0.000991396,0.194399645,0,10,,,
AGAP006498,,4.18,0.00016989,0.183324574,1.71E-06,2,,,
AGAP006499,,2.84,1.29E-05,0.162358159,2.59E-07,13,,,
AGAP006500,,12.35,0.000300202,0.195551371,5.40E-06,2,,,
AGAP006501,,3.55,0.000188881,0.174872092,7.48E-07,3,,,
AGAP006502,,54.71,0.005261826,0.215980245,0.000246742,3,,,
AGAP006503,,112.13,0.007583035,0.224573621,0.000476288,2,,,
AGAP006504,SG2b,9.64,8.02E-06,0.193796513,4.17E-05,9,,,
AGAP006505,,4.22,2.17E-06,0.187383428,0.000183526,4,,,
AGAP006506,SG2,26.7,6.14E-05,0.20241126,0.000171336,9,,,
AGAP006507,SG3,24.52,2.81E-05,0.19378297,1.49E-05,9,,,
AGAP006508,,22.01,0.000916615,0.215143399,1.44E-08,4,,,
AGAP006509,Papst2,33.79,0.000313056,0.235409939,0.000771741,1,,,
AGAP006510,,0.65,1.17E-06,0.16151568,0,4,,,
AGAP006511,,56.95,0.001451058,0.227275149,5.44E-05,4,,,
AGAP006514,,19.27,0.000624502,0.215562694,3.55E-05,2,,,
AGAP006515,,160.33,0.014872732,0.246813277,0.000286586,2,core4854,,
AGAP006516,,39.14,0.000662742,0.213858262,4.03E-07,6,,,
AGAP006517,,101.81,0.00379092,0.232817393,2.05E-05,4,core4854,,
AGAP006518,,12.62,0.000239573,0.219113127,4.47E-06,1,,,
AGAP006520,,2.77,2.44E-05,0.184175143,1.36E-06,4,,,
AGAP006521,,0.69,1.82E-07,0.153949271,0,9,,,
AGAP006522,,2.73,2.19E-05,0.188344132,1.44E-08,1,,,
AGAP006523,,51.41,0.002412686,0.2194978,8.08E-05,2,,,
AGAP006524,,38.24,0.011816158,0.220926661,2.80E-07,3,,,
AGAP006525,,50.8,0.014063234,0.231034842,0.000218171,3,,,
AGAP006526,,146.43,0.035070324,0.24931116,2.72E-05,3,core4854,,
AGAP006527,,25.78,0.005862707,0.229991801,0.000170701,3,,,
AGAP006528,,92.31,0.013576219,0.244174266,0.000204386,4,core4854,,
AGAP006529,,29.29,0.000342865,0.217279848,0.00016431,1,,,
AGAP006530,,6.94,3.19E-05,0.211440291,3.02E-05,12,,,
AGAP006531,,26.15,0.000221903,0.22403602,6.18E-07,1,,,
AGAP006532,,7.44,5.25E-05,0.212106941,3.41E-05,4,,,
AGAP006533,,28.43,0.000343581,0.218118624,4.60E-07,1,,,
AGAP006534,,14.59,0.002170692,0.217571348,2.76E-05,3,,,
AGAP006535,Oseg1,2.79,6.81E-06,0.181730017,6.83E-06,1,,,
AGAP006536,,8.96,0.000291961,0.208658926,1.70E-05,2,,,
AGAP006537,,6.96,8.76E-06,0.189315817,3.43E-05,2,,,
AGAP006539,,20.44,0.002629048,0.197349245,0.000108206,3,,,
AGAP006540,,52.61,0.00204746,0.218879649,0.000145501,2,,,
AGAP006541,,0.68,1.53E-06,0.172544093,0,1,,,
AGAP006542,,7.53,3.84E-05,0.198066356,5.32E-07,1,,,
AGAP006543,,2.72,4.57E-05,0.185726907,1.04E-06,5,,,
AGAP006547,,4.75,4.82E-05,0.19221866,9.07E-06,2,,,
AGAP006548,,18.04,0.001349262,0.210043218,0.000151394,5,,,
AGAP006549,,0.71,4.39E-09,0.124295294,0,2,,,
AGAP006550,,4.81,5.96E-05,0.184649688,1.51E-06,2,,,
AGAP006551,,2.91,5.46E-05,0.179909886,0.00012166,2,,,
AGAP006552,,1.34,1.65E-05,0.17383024,0,2,,,
AGAP006553,,2.19,9.72E-07,0.150659672,0.000169592,2,,,
AGAP006555,,4.12,6.15E-05,0.18528359,2.73E-06,2,,,
AGAP006558,,25.12,0.003270032,0.219043952,2.04E-05,3,,,
AGAP006562,,15.92,0.002552968,0.218939026,5.18E-07,3,,,
AGAP006564,,4.89,0.000194569,0.186899489,2.88E-07,3,,,
AGAP006566,,25.36,0.006831144,0.214560728,3.40E-05,3,,,
AGAP006568,,1.39,2.00E-06,0.183824125,4.60E-07,1,,,
AGAP006569,,2.02,2.74E-05,0.192825877,0,6,,,
AGAP006570,,17.53,0.000242384,0.219613523,1.31E-05,1,,,
AGAP006571,,0.71,3.86E-07,0.153552486,0,2,,,
AGAP006572,,12.46,0.000167509,0.203483746,4.44E-05,2,,,
AGAP006573,,49.38,0.000591599,0.224885596,1.58E-06,1,,,
AGAP006574,,87.29,0.00158102,0.217900191,2.74E-05,6,core4854,,
AGAP006575,,56.04,0.001299323,0.233807326,5.96E-05,1,,,
AGAP006576,,6.11,0.000425895,0.204353083,0,5,,,
AGAP006577,,46.11,0.00446782,0.222048114,3.75E-05,11,,,
AGAP006578,,164.39,0.033459961,0.242280541,2.02E-05,3,core4854,,
AGAP006579,,16.39,0.000839339,0.220367528,7.59E-05,6,,,
AGAP006580,,2.07,3.90E-06,0.181656608,0,1,,,
AGAP006581,,0.71,5.24E-06,0.156153139,0,3,,,
AGAP006583,,12.65,2.46E-05,0.182718788,0,11,,,
AGAP006585,,9.95,5.31E-06,0.182306097,6.73E-05,11,,,
AGAP006587,,13.9,2.21E-05,0.181195112,0,11,,,
AGAP006588,,9.01,0.000533725,0.200632295,1.84E-06,2,,,
AGAP006590,,63.29,0.002410341,0.233091046,0.000157026,6,,,
AGAP006591,,52.7,0.008118321,0.223280066,5.19E-05,3,,,
AGAP006592,,12.46,0.000522529,0.210931322,3.23E-06,2,,,
AGAP006593,,16.45,7.45E-05,0.20394703,3.60E-05,7,,,
AGAP006595,,30.32,0.003281061,0.229620253,0.000311823,2,,,
AGAP006596,,23.35,0.000140667,0.210026037,1.83E-05,11,,,
AGAP006597,CPR72,7.72,0.000101447,0.181703187,6.76E-07,2,,,
AGAP006598,,105.49,0.018649674,0.238236875,2.22E-05,3,core4854,,
AGAP006599,,13.03,0.000103732,0.221151016,1.48E-06,1,,,
AGAP006600,,153.34,0.001246294,0.243499098,0.000295723,1,core4854,,
AGAP006601,,64.43,0.016780237,0.239909627,7.47E-05,3,core4854,,
AGAP006602,,7.11,2.57E-06,0.176754093,2.41E-05,9,,,
AGAP006603,,3.72,1.07E-06,0.16640789,0,9,,,
AGAP006604,,34.56,0.000345338,0.226482658,1.42E-05,1,,,
AGAP006605,,1.34,4.42E-07,0.155770638,8.63E-07,7,,,
AGAP006606,,2.04,0.000310707,0.196943233,7.62E-07,4,,,
AGAP006607,eIF3i,74.43,0.005741074,0.228606264,0.000211558,5,core4854,,
AGAP006608,,6.06,0.000742259,0.208753212,2.09E-07,6,,,
AGAP006609,,33.95,0.000138194,0.207609471,0.000384967,8,,,
AGAP006611,,7.55,7.71E-05,0.206348395,1.25E-05,8,,,
AGAP006612,RpL29,101.84,0.010124842,0.237661297,1.68E-05,5,core4854,core6920,core7464
AGAP006613,eIF3j,16.84,0.001220651,0.214961507,6.90E-07,5,,,
AGAP006614,,139.73,0.01150341,0.240265254,0.000131664,5,core4854,core6920,core7464
AGAP006615,,6.76,0.000658199,0.201232818,3.60E-07,5,,,
AGAP006616,,71.08,0.000705479,0.231712531,0.00014983,1,,,
AGAP006617,,2.68,2.38E-05,0.195138524,3.15E-06,4,,,
AGAP006618,,36.34,0.000379361,0.212121633,0,4,,,
AGAP006619,,332.71,0.00223256,0.251837438,0.000849632,1,core4854,,
AGAP006620,,14.28,0.000108903,0.207099591,8.77E-07,1,,,
AGAP006621,,17.63,0.000962121,0.221932477,7.05E-05,4,,,
AGAP006622,,9.77,4.61E-05,0.199769032,0,11,,,
AGAP006623,Vps53,17.52,0.000108312,0.20761443,8.13E-07,1,,,
AGAP006624,,3.51,4.35E-06,0.182576634,7.21E-06,1,,,
AGAP006625,,67.39,0.003453688,0.232233671,1.12E-05,5,core4854,,
AGAP006626,,2.07,7.77E-06,0.176912829,5.90E-06,12,,,
AGAP006627,,15.88,0.000255964,0.202087556,2.88E-08,6,,,
AGAP006629,,4.18,5.50E-05,0.213636888,8.03E-06,1,,,
AGAP006630,,150.27,0.012719345,0.238017846,1.04E-05,5,core4854,core6920,core7464
AGAP006631,SCRASP2,16.14,0.000172495,0.222389021,0.0002827,2,,,
AGAP006632,,60.58,0.000581248,0.23409228,1.50E-05,1,,,
AGAP006633,,141.18,0.026946229,0.241140504,8.50E-05,3,core4854,,
AGAP006634,,23.09,0.003114996,0.220384614,7.76E-05,3,,,
AGAP006635,,84.61,0.000674208,0.215898306,1.23E-05,6,core4854,,
AGAP006636,,35.66,0.000503929,0.213704537,0.000348371,6,,,
AGAP006637,,6.41,3.38E-06,0.175921997,8.27E-06,9,,,
AGAP006638,,1.37,3.51E-05,0.167374646,1.15E-05,9,,,
AGAP006643,,15.76,1.17E-05,0.177764414,6.03E-05,9,,,
AGAP006645,,27.69,0.010499898,0.222636622,1.55E-07,3,,,
AGAP006646,,0.67,1.69E-08,0.144312452,0,4,,,
AGAP006647,,0.69,1.82E-07,0.153949271,0,9,,,
AGAP006648,Exo6,18.88,5.90E-05,0.211777433,4.54E-05,1,,,
AGAP006649,CSPBP,141.94,0.014574715,0.248874084,0.000489582,4,core4854,,
AGAP006650,mRpS28,16.55,0.000333795,0.214237432,3.96E-07,1,,,
AGAP006651,,4.12,0.000117888,0.189445199,3.98E-05,12,,,
AGAP006653,,0.76,4.10E-07,0.160879864,0,6,,,
AGAP006655,,6.24,0.00114135,0.214823663,1.79E-06,2,,,
AGAP006656,,51.21,0.000428484,0.212476242,4.36E-05,6,,,
AGAP006657,,2.1,4.51E-06,0.177455021,5.92E-06,6,,,
AGAP006658,,30.17,4.70E-05,0.206345265,2.76E-05,1,,,
AGAP006659,,28.03,0.000242764,0.215428376,2.50E-06,4,,,
AGAP006660,,12.12,0.000360343,0.205756557,1.54E-05,5,,,
AGAP006661,,3.46,9.09E-06,0.193956906,0,1,,,
AGAP006662,,51.89,0.000341433,0.232371559,0.00020236,1,,,
AGAP006663,,63.84,0.000535344,0.230665428,2.21E-05,1,,,
AGAP006665,,15.65,0.003838175,0.223640841,1.73E-07,3,,,
AGAP006666,Or48,15.05,0.000510523,0.216151972,3.50E-05,2,,,
AGAP006667,Or49,115.01,0.004574425,0.221510563,6.91E-05,2,,,
AGAP006668,,14.47,3.80E-05,0.207691024,0.000132097,1,,,
AGAP006669,,71.22,0.020697142,0.236397251,2.55E-05,3,core4854,,
AGAP006670,,0.69,5.32E-07,0.160196845,0,1,,,
AGAP006671,,80.21,0.000768147,0.240236142,7.09E-05,4,,,
AGAP006672,,41.9,0.007505243,0.219363643,7.07E-06,3,,,
AGAP006673,,6.2,0.000728121,0.202454105,1.15E-07,2,,,
AGAP006674,,93.02,0.008072926,0.208578249,1.07E-05,10,core4854,,
AGAP006675,,18.81,0.00360145,0.219903568,4.04E-06,3,,,
AGAP006676,,111.08,0.018109209,0.22840506,0.000108798,10,core4854,,
AGAP006677,,54.69,0.008940611,0.222058203,2.80E-05,10,,,
AGAP006678,,2.16,0.000124103,0.195855988,0,4,,,
AGAP006680,,31.58,0.007319375,0.230466557,6.63E-05,3,,,
AGAP006682,Exo7,71.24,0.000786615,0.244163781,0.000380879,1,,,
AGAP006683,,171.23,0.007871268,0.258110933,0.005306412,5,core4854,,
AGAP006684,mRpL46,152.65,0.001254174,0.233285946,0.000130539,1,core4854,,
AGAP006685,,2.08,9.32E-06,0.185814221,0,4,,,
AGAP006686,,9.02,0.000249497,0.21128903,2.84E-06,5,,,
AGAP006687,,23.92,0.000313505,0.225843528,1.15E-07,1,,,
AGAP006688,,89.28,0.002117052,0.235361176,7.64E-05,1,core4854,,
AGAP006690,,8.96,2.53E-06,0.186429371,2.57E-05,9,,,
AGAP006691,IR139,37.36,0.00034058,0.215701701,0.000164615,2,,,
AGAP006696,,58.9,0.000508408,0.230287076,4.29E-06,8,,,
AGAP006697,,14.56,0.000289027,0.196871074,0.000176841,2,,,
AGAP006698,,2.03,9.71E-06,0.190129099,1.24E-05,9,,,
AGAP006699,,10.92,0.003473892,0.222165622,0,3,,,
AGAP006700,COEAE8O,32.9,0.003809767,0.219945627,2.09E-05,10,,,
AGAP006701,,2.19,1.69E-05,0.186272969,1.92E-06,8,,,
AGAP006702,,35.48,0.008787215,0.228613505,0.0001148,3,,,
AGAP006703,,33.37,0.00066213,0.221305893,0.000127163,2,,,
AGAP006704,,7.74,0.000311389,0.211213482,0,2,,,
AGAP006705,,6.96,0.001230397,0.218200658,1.29E-06,3,,,
AGAP006706,,51.32,0.000344161,0.211710957,9.32E-05,11,,,
AGAP006707,,14.89,1.79E-06,0.179618512,1.14E-05,9,,,
AGAP006708,,21.63,0.002251683,0.211636964,1.04E-05,10,,,
AGAP006709,CHYM1,18.03,1.54E-06,0.180513389,1.21E-05,9,,,
AGAP006710,CHYM2,13.14,1.92E-06,0.183733845,1.90E-05,9,,,
AGAP006712,,153.06,0.001117519,0.242711268,0.000291353,4,core4854,,
AGAP006713,,2.02,2.65E-05,0.174669136,1.71E-06,2,,,
AGAP006714,,1.41,1.75E-06,0.175245993,3.16E-07,1,,,
AGAP006715,,0.73,7.49E-08,0.15652366,0,1,,,
AGAP006716,Gr27,113.55,0.011471892,0.237704913,0.000161932,2,core4854,,
AGAP006717,Gr26,20.2,0.000760384,0.205342824,9.61E-06,2,,,
AGAP006719,,21.61,0.000328177,0.224337189,3.31E-07,1,,,
AGAP006720,,18.75,0.002096822,0.217814106,4.04E-06,2,,,
AGAP006721,,103.98,0.009389888,0.233757038,8.55E-05,2,core4854,,
AGAP006722,,7.19,0.000223247,0.176347319,0.000397381,3,,,
AGAP006724,COEAE3G,24.24,0.001413801,0.195047458,2.43E-05,10,,,
AGAP006725,COEAE3H,0.72,4.16E-06,0.164314113,0,5,,,
AGAP006726,COEAE5G,4.88,6.15E-06,0.191766943,2.34E-06,1,,,
